"","Overall"
"407.25748",28.322
"543.2551",28.298
"615.31649",28.259
"259.18165",28.229
"550.35175",28.224
"386.09169",28.169
"535.31028",28.124
"242.04351",28.111
"296.23108",28.093
"370.23907",28.076
"237.06623",28.076
"446.19367",28.076
"302.07581",28.043
"568.32067",28.042
"618.4373",27.993
"399.22135",27.984
"208.00702",27.956
"240.075",27.955
"454.28913",27.951
"566.27656",27.943
"201.11278",27.938
"611.28556",27.917
"611.34459",27.804
"509.25752",27.789
"493.16951",27.78
"497.3412",27.747
"260.18498",27.743
"347.15023",27.735
"385.05028",27.733
"753.59464",27.733
"554.50574",27.725
"443.29979",27.724
"227.0561",27.722
"393.29145",27.706
"195.05168",27.704
"494.98308",27.699
"475.21581",27.658
"733.57849",27.649
"663.53805",27.621
"166.05796",27.611
"477.25017",27.58
"713.3526",27.573
"503.26829",27.544
"564.37311",27.544
"454.26612",27.539
"175.09678",27.537
"379.0841",27.537
"507.29673",27.531
"453.31469",27.511
"367.11422",27.493
"130.06514",27.477
"317.17007",27.464
"497.29445",27.458
"395.31701",27.457
"521.2397",27.423
"243.12381",27.385
"453.17983",27.375
"457.28338",27.372
"335.15372",27.371
"540.33033",27.371
"532.30208",27.368
"370.28686",27.349
"549.28899",27.343
"481.34611",27.331
"117.92734",27.295
"467.33818",27.293
"523.27358",27.267
"353.11732",27.245
"619.44645",27.237
"208.06467",27.226
"499.23757",27.224
"330.1068",27.18
"521.29464",27.157
"541.26474",27.117
"321.13052",27.105
"414.20368",27.054
"383.15371",27.019
"471.34701",27.003
"329.10335",27.001
"379.14068",27
"545.1297",26.99
"230.14761",26.983
"463.27128",26.976
"385.22204",26.967
"386.14819",26.905
"453.28577",26.904
"319.16649",26.857
"409.27276",26.852
"374.27847",26.843
"171.02911",26.842
"554.14113",26.807
"595.38126",26.805
"659.50774",26.726
"591.32822",26.725
"500.24056",26.709
"451.26678",26.693
"427.20893",26.683
"636.51052",26.67
"267.11413",26.667
"800.57672",26.666
"418.30487",26.656
"557.45726",26.654
"369.17399",26.638
"332.22352",26.626
"503.26803",26.618
"504.27154",26.606
"353.10123",26.564
"466.23475",26.552
"401.30639",26.533
"487.27306",26.509
"359.20266",26.502
"607.45796",26.501
"574.4508",26.499
"423.25204",26.499
"278.11504",26.496
"387.18463",26.474
"467.31481",26.462
"689.35222",26.452
"723.38141",26.38
"641.35598",26.372
"281.13956",26.372
"355.14339",26.363
"245.04901",26.349
"303.16088",26.338
"400.22441",26.328
"229.11902",26.317
"724.38474",26.308
"206.01243",26.298
"369.24082",26.227
"541.3349",26.21
"492.34636",26.203
"269.17618",26.18
"181.01694612",26.173
"454.28933",26.169
"298.24536",26.166
"287.14004",26.141
"488.37477",26.116
"237.07686",26.095
"383.17667",26.093
"491.3206",26.081
"505.27452",26.077
"203.05041",26.076
"118.92559",26.07
"441.26281",26.029
"399.15098",26.029
"328.16985",26.013
"541.321",26.009
"227.1285",25.997
"410.22709",25.986
"446.19437",25.974
"280.11554",25.972
"383.18996",25.932
"219.12349",25.931
"190.0519",25.925
"443.25682",25.889
"339.15661",25.839
"484.33423",25.818
"773.57077",25.814
"156.96148",25.813
"114.93274",25.807
"418.21436",25.788
"240.06436",25.786
"462.369",25.782
"389.28341",25.777
"279.17169",25.772
"338.1464",25.755
"167.07052",25.753
"416.32577",25.746
"187.08426",25.738
"307.25496",25.735
"361.0938",25.731
"505.33549",25.72
"245.03444",25.715
"279.01898",25.712
"383.08196",25.681
"364.11305",25.657
"500.31301",25.657
"89.02289",25.62
"369.17432",25.618
"405.22474",25.587
"478.30827",25.561
"500.31308",25.546
"460.27608",25.529
"397.00462",25.511
"580.36174",25.484
"465.26195",25.45
"257.08233",25.436
"199.09704",25.429
"283.10895657",25.415
"235.08229",25.409
"116.92738396",25.4
"492.30931",25.387
"455.2514",25.343
"464.21958",25.322
"377.27171",25.32
"568.31838",25.308
"589.30355",25.305
"511.30982",25.295
"620.45316",25.293
"174.05525",25.28
"381.33801",25.264
"388.18808",25.233
"405.26505",25.223
"561.32758",25.193
"524.33571",25.178
"330.10703",25.16
"100.92455",25.159
"162.00223",25.138
"348.17412",25.1
"359.29606",25.089
"197.07448",25.086
"392.28802",25.071
"537.35597",25.068
"183.12432",25.06
"183.0921",25.02
"527.30479",24.992
"472.35177",24.992
"528.30829",24.99
"492.27922",24.983
"447.20607",24.981
"301.12959",24.978
"411.35929",24.965
"433.24917",24.96
"375.25208",24.938
"475.28826",24.907
"114.93275",24.894
"237.05001",24.884
"118.92132",24.873
"175.07556",24.848
"799.57335",24.842
"136.0757",24.824
"414.20395",24.824
"409.23589",24.822
"327.10238",24.802
"435.23671",24.797
"150.05502",24.792
"397.23634",24.762
"356.26814",24.744
"165.05475",24.731
"474.28041",24.724
"774.57413",24.714
"754.59765",24.661
"387.25177",24.639
"263.10366",24.612
"331.11907",24.593
"413.26407",24.587
"269.0825",24.571
"515.30475",24.539
"269.04608",24.534
"475.34313",24.527
"379.15847",24.525
"224.06161",24.524
"469.31132",24.448
"414.25806",24.434
"655.53122",24.428
"678.44848",24.413
"503.26321",24.406
"427.26215",24.392
"507.3175",24.391
"459.27322",24.385
"355.16758",24.375
"594.37752",24.361
"510.31588",24.348
"460.35183",24.342
"376.0862",24.336
"117.07386",24.331
"417.3377",24.321
"473.25182",24.32
"166.0471",24.318
"499.29306",24.315
"471.27863",24.31
"589.46947",24.308
"299.05406",24.299
"224.09262",24.295
"284.22318",24.276
"280.23589",24.256
"433.24933",24.227
"389.17025",24.225
"755.56038",24.2
"285.01459",24.183
"282.25174",24.182
"657.58309",24.181
"603.51837",24.165
"623.41584",24.158
"232.05903",24.148
"343.0615",24.134
"467.30651",24.116
"466.30704",24.102
"377.23529",24.09
"214.07053",24.087
"465.25731",24.06
"412.27071",23.966
"522.35849",23.937
"606.30079",23.921
"265.05115",23.921
"567.31714",23.898
"555.44204",23.888
"415.26868",23.872
"484.2766",23.861
"486.22487",23.835
"411.23937",23.808
"536.313",23.758
"369.17427",23.756
"285.12449",23.741
"459.34844",23.739
"724.38512",23.736
"608.38879",23.734
"381.30903",23.732
"451.27031",23.712
"505.26091",23.693
"635.50718",23.689
"333.27096",23.677
"681.48679",23.667
"99.92434145",23.65
"225.11266",23.65
"476.34675",23.643
"217.10788",23.634
"582.3774",23.587
"507.28382",23.571
"269.13138",23.569
"339.1567",23.563
"487.34346",23.562
"589.30356",23.516
"387.27584",23.495
"390.27354",23.493
"274.95424",23.478
"571.2893",23.443
"527.30496",23.419
"329.24884",23.414
"503.16246",23.409
"531.39132",23.406
"476.21833",23.401
"613.54149",23.399
"803.54498",23.394
"486.20126",23.357
"514.28429",23.344
"681.34664",23.303
"557.45729",23.302
"377.29688",23.301
"132.98023",23.292
"465.30457",23.292
"202.10774296",23.29
"212.05621",23.29
"551.30434",23.283
"440.29894",23.275
"472.24612",23.269
"448.3155",23.263
"347.22328",23.261
"295.11875",23.254
"810.63474",23.238
"117.03351",23.228
"332.12227",23.202
"613.30026",23.194
"355.66891",23.169
"279.08588",23.169
"406.2679",23.162
"485.22163",23.138
"306.13522",23.112
"419.28081",23.074
"461.0038",23.061
"357.18581",23.056
"330.25212",23.053
"234.0462",23.048
"397.16905",23.022
"292.08066",23.02
"283.10899",23.014
"409.28616",23.013
"343.15545",23.008
"475.26766",22.982
"413.25493",22.974
"400.18844",22.969
"408.25244",22.952
"119.04908",22.935
"499.3101",22.905
"489.24435",22.899
"277.13208",22.893
"710.53635",22.89
"474.28556",22.881
"99.92434",22.861
"417.26492",22.852
"785.58436",22.839
"267.06933",22.836
"411.23905",22.821
"317.13035",22.791
"634.3336",22.785
"261.12437",22.759
"193.08614",22.736
"530.28615",22.72
"300.26279",22.719
"617.51119",22.718
"139.04454",22.703
"629.31123",22.702
"579.4302",22.689
"370.17782",22.687
"323.22312",22.671
"337.23889",22.665
"548.29702",22.658
"447.31188",22.627
"255.0513",22.626
"233.04301",22.604
"488.27597",22.593
"423.30232",22.584
"567.31531",22.582
"322.24714",22.57
"242.1224",22.536
"150.06307",22.517
"377.12454",22.508
"203.03456",22.493
"497.34076",22.473
"301.17625",22.464
"335.16176",22.452
"297.18893",22.451
"188.04019",22.429
"301.14454",22.425
"528.30804",22.4
"158.0449",22.398
"466.30766",22.396
"277.14769",22.396
"625.53223",22.386
"343.21278",22.384
"313.09371",22.375
"300.08132",22.367
"85.06441",22.365
"299.25948",22.356
"541.32017",22.352
"427.21988",22.342
"443.257",22.328
"453.26282",22.305
"225.11309",22.304
"118.92569",22.266
"592.3217",22.256
"535.30982",22.24
"372.19377",22.217
"153.09111",22.213
"429.25862",22.211
"184.09721",22.202
"223.0141",22.195
"408.26804",22.195
"723.38147",22.18
"513.33584",22.177
"476.27073",22.162
"290.08877",22.121
"411.08393",22.109
"239.12863",22.107
"391.2496",22.105
"841.55853",22.065
"327.08815",22.027
"209.01211",22.027
"170.08152",22.02
"106.04106",22.013
"591.39077",22.01
"152.02852",21.986
"327.29096",21.984
"756.56366",21.948
"171.02265",21.932
"194.99634",21.903
"329.17597",21.875
"292.10335",21.844
"283.2433",21.829
"493.28225",21.812
"407.11044",21.811
"300.26225",21.808
"631.52671",21.804
"617.47639",21.799
"450.19629",21.785
"408.28354",21.776
"172.09693",21.759
"415.32214",21.74
"317.14695",21.734
"713.60948",21.731
"827.64184",21.688
"243.1236",21.666
"419.21848",21.656
"461.27234",21.648
"116.9273733",21.636
"464.31",21.635
"479.28426",21.633
"407.2957",21.616
"607.38559",21.611
"472.28156",21.604
"136.07575",21.601
"560.47612",21.6
"407.28055",21.587
"448.20941",21.584
"671.29343",21.576
"414.26803",21.574
"255.08778",21.555
"352.9586",21.542
"293.07993",21.518
"784.58215",21.518
"419.10881",21.505
"408.28423",21.503
"180.02934",21.473
"369.28399",21.462
"775.57749",21.459
"475.26746",21.415
"116.92738661",21.408
"351.22121",21.392
"257.08235",21.388
"439.30696",21.378
"513.31152",21.373
"355.05047",21.368
"493.33612",21.364
"562.31511",21.356
"500.27812",21.351
"336.19006",21.349
"117.92735",21.347
"478.29463",21.344
"483.2733",21.335
"783.57897",21.335
"528.95095",21.323
"394.29384",21.318
"385.20596",21.31
"541.3396",21.278
"453.23245",21.267
"116.92735444",21.238
"434.336",21.206
"477.25626",21.203
"217.0478",21.189
"341.10118",21.168
"470.23045",21.166
"228.13179",21.132
"711.53927",21.132
"346.13878",21.123
"353.18706",21.109
"99.00733",21.085
"570.36774",21.072
"418.21402",21.063
"73.02799",21.06
"515.30443",21.041
"461.36419",21.037
"194.04527",21.033
"608.31767",21.019
"269.09281",21.019
"527.30445",21.014
"143.11795",21.013
"480.29988",20.996
"375.29082",20.995
"441.2864",20.989
"118.92558",20.987
"183.1383",20.984
"491.32059",20.978
"234.08988",20.97
"441.2589",20.956
"537.23782",20.955
"325.12333",20.935
"368.28067",20.9
"157.04968",20.882
"673.54192",20.865
"333.13301",20.864
"633.4379",20.849
"367.2434",20.846
"592.31688",20.844
"515.28719",20.826
"467.24724",20.82
"611.34282",20.817
"485.30425",20.802
"359.09788",20.801
"385.16947",20.796
"241.14455",20.794
"465.30483",20.788
"506.34798",20.779
"615.20164",20.771
"232.90204",20.748
"431.35325",20.746
"416.96808",20.722
"136.07574",20.719
"465.31822",20.717
"460.26846",20.71
"142.06497",20.703
"553.50306",20.691
"421.33305",20.68
"384.31198",20.654
"136.02902",20.648
"298.88077",20.621
"299.24932",20.62
"787.62879",20.612
"474.26287",20.603
"478.18073",20.598
"377.08635",20.588
"116.92732783",20.585
"419.21745",20.578
"551.30422",20.571
"366.2007",20.569
"301.09339",20.554
"156.96149",20.545
"524.30047",20.541
"472.35162498",20.538
"180.06567",20.532
"636.34937",20.515
"132.07355",20.508
"476.27862",20.508
"568.33178",20.482
"321.24382",20.477
"153.01842",20.462
"466.31443",20.409
"393.15594",20.393
"379.24941",20.381
"741.60465",20.361
"443.21132",20.348
"206.0455",20.339
"261.1348",20.312
"373.23633",20.309
"361.26003",20.305
"179.03747",20.274
"108.03226",20.264
"463.30674",20.259
"329.24887",20.258
"604.30097",20.245
"423.03801",20.243
"483.44228",20.236
"464.3148",20.221
"331.11933",20.216
"259.08682",20.211
"476.27081",20.175
"424.27283",20.171
"656.53463",20.164
"118.04949",20.154
"625.32423",20.141
"714.61268",20.129
"452.3093",20.059
"779.54792",20.058
"511.26542",20.055
"618.47973",20.045
"482.34245",20.038
"115.07527",20.035
"154.96443",20.029
"786.58724",20.02
"179.0343",20.02
"343.08592",20.012
"303.23338",19.97
"306.25205",19.965
"349.12566",19.948
"361.08991",19.935
"183.13817",19.924
"314.24215",19.917
"594.33743",19.899
"568.36168",19.898
"269.62843",19.879
"506.42737",19.879
"711.51864",19.877
"291.09173",19.875
"639.4961",19.873
"362.23898",19.869
"322.17317",19.863
"495.31523",19.862
"185.10054",19.861
"495.31545",19.86
"309.10194",19.856
"285.06218",19.852
"439.26633",19.852
"473.27707",19.848
"391.21333",19.845
"710.53743",19.845
"476.27869",19.817
"465.22641",19.787
"390.22624",19.786
"387.25456",19.78
"147.04399",19.773
"366.16746",19.762
"468.24695",19.752
"518.89547",19.75
"607.42106",19.748
"632.52999",19.742
"801.5455",19.72
"631.46057",19.69
"569.36536",19.673
"267.03043",19.67
"341.22343",19.665
"479.27764",19.651
"806.56385",19.644
"152.99477",19.605
"513.28933",19.586
"742.60826",19.585
"415.21634",19.577
"296.94358",19.569
"322.24701",19.567
"461.36415",19.55
"428.26562",19.519
"371.29963",19.5
"164.00394",19.5
"385.16965962",19.494
"425.25037",19.491
"302.20567",19.478
"373.17728",19.471
"700.38502",19.435
"447.34849266",19.431
"549.16847",19.424
"283.05644",19.386
"395.18995",19.382
"378.29959",19.379
"484.20938",19.379
"498.29013",19.362
"537.48907",19.36
"355.24958",19.358
"391.22594",19.346
"431.19576",19.343
"475.19769",19.334
"473.28796",19.316
"448.30724",19.255
"410.26473",19.248
"408.2841",19.246
"186.02244",19.241
"438.2945",19.239
"552.49994",19.237
"157.04964",19.232
"371.18013",19.226
"498.26104",19.21
"353.15845",19.187
"517.26106",19.171
"438.30825",19.161
"134.89362",19.132
"359.1145",19.131
"349.14107",19.131
"271.00419",19.109
"553.42621",19.106
"199.09703",19.1
"251.12648",19.085
"286.07338",19.081
"725.39679",19.056
"759.61518",19.055
"257.12986",19.015
"417.17591",19.009
"423.27186",19.004
"327.12857",18.997
"550.32129",18.991
"205.15916",18.986
"195.06578",18.974
"463.20835",18.969
"159.06531",18.962
"564.37323",18.96
"460.26843",18.946
"591.39091",18.943
"127.03899",18.94
"370.29642",18.914
"464.30205",18.911
"363.20749",18.901
"263.09726",18.888
"299.18667",18.887
"152.08179",18.884
"223.17011",18.882
"351.21837",18.874
"439.24701",18.872
"605.29861",18.867
"327.23359",18.867
"107.04894",18.867
"543.25508",18.85
"491.27839",18.844
"414.20393",18.839
"243.08758",18.835
"305.23918",18.834
"445.09746",18.824
"118.9171",18.824
"627.33947",18.808
"480.31022",18.806
"121.02835",18.796
"291.1607",18.795
"337.23882",18.792
"349.13733",18.766
"509.28817",18.76
"161.08091",18.752
"396.22414",18.747
"403.28595",18.741
"329.23953",18.725
"802.54896",18.724
"383.1637",18.716
"313.23886",18.711
"368.24162",18.696
"615.31655",18.691
"470.14778",18.69
"603.29691",18.682
"369.30162",18.673
"485.15199",18.651
"627.58367",18.646
"449.31002",18.642
"120.04417",18.636
"317.11465",18.632
"395.22074",18.629
"151.01373",18.617
"433.29611",18.616
"349.20221",18.614
"201.04005",18.605
"461.36414",18.595
"392.28891",18.593
"471.26693",18.591
"99.92433",18.576
"739.62533",18.571
"152.0343",18.565
"568.36207",18.542
"295.01395",18.538
"249.00817",18.528
"250.10831",18.527
"373.25959",18.484
"526.293",18.476
"174.99088",18.473
"255.08762",18.467
"484.44556",18.437
"222.07666",18.418
"642.55525",18.408
"313.14343",18.402
"471.28815",18.388
"469.25036",18.364
"447.31191",18.362
"283.15543",18.362
"481.28131",18.361
"187.09389",18.36
"328.23644",18.357
"304.23523",18.341
"357.19959",18.338
"269.21264",18.307
"516.28993",18.303
"245.13947",18.302
"204.06938",18.29
"317.15082",18.289
"715.5679",18.286
"387.252",18.249
"596.49793",18.246
"399.18526",18.24
"300.26273",18.218
"149.05976",18.213
"535.27368",18.199
"185.04489",18.171
"415.21598",18.167
"451.30667",18.163
"305.24901",18.161
"473.23684",18.154
"182.95959",18.145
"780.55107",18.137
"92.05724",18.135
"341.19751",18.111
"588.46614",18.11
"567.43962",18.103
"537.23774",18.101
"323.07806",18.087
"457.36898",18.081
"390.27342",18.081
"287.22313",18.062
"273.12472",18.06
"505.24873",18.054
"407.28057",18.045
"257.0153",18.04
"314.20882",18.04
"485.18582",18.039
"419.2805",18.029
"246.14281",18.001
"637.52272",17.99
"254.10378",17.986
"405.26506",17.966
"331.26468",17.957
"448.35181",17.949
"691.50734",17.944
"353.23088",17.94
"554.34855",17.936
"128.0706",17.932
"475.1994",17.932
"618.51404",17.93
"463.30314",17.911
"239.1037",17.9
"123.03129",17.897
"516.29395",17.896
"689.35279",17.873
"255.0887",17.865
"469.22714",17.857
"806.56412",17.855
"485.32529",17.832
"118.02868",17.829
"109.00301",17.82
"145.0496",17.82
"323.16155",17.818
"325.00791",17.791
"163.06009",17.784
"177.07601",17.783
"501.23555",17.783
"472.35181",17.782
"471.34847",17.769
"415.32179",17.762
"391.28586",17.751
"781.56439",17.747
"303.12013",17.746
"294.21612",17.74
"547.34872",17.723
"186.05518",17.718
"277.1445",17.717
"257.21222",17.714
"466.30812",17.713
"272.23154",17.712
"164.06347",17.704
"215.03802",17.685
"360.17831",17.682
"385.19196",17.676
"116.92731",17.671
"405.26458",17.658
"557.45753",17.651
"393.19587",17.644
"229.1555",17.639
"765.56836",17.618
"388.21074",17.617
"301.09618",17.608
"565.37634",17.585
"662.45374",17.578
"445.25467",17.578
"261.11356",17.543
"227.10903",17.54
"226.06493",17.528
"311.18693",17.515
"227.02293",17.514
"236.09246",17.507
"494.31235",17.497
"454.28913210",17.495
"300.16084",17.492
"632.72856",17.486
"328.11946",17.477
"154.0612",17.464
"330.17951",17.431
"141.01571",17.421
"227.12874",17.42
"172.09711",17.412
"496.27392",17.407
"365.23147",17.391
"118.02153",17.387
"223.16973",17.386
"431.21106",17.385
"257.17582",17.355
"492.21402",17.354
"785.58499",17.342
"554.34684",17.34
"213.03178",17.324
"387.22164",17.319
"355.2646",17.303
"335.16206",17.285
"455.02891",17.28
"417.30149",17.276
"333.13072",17.267
"452.27379",17.267
"466.29076",17.263
"258.09861",17.26
"486.22526",17.256
"399.22053",17.246
"510.29154",17.242
"333.14636",17.229
"373.26764",17.226
"567.29716",17.221
"451.1145",17.21
"502.91803",17.197
"424.30516",17.182
"332.2679",17.176
"333.1462",17.162
"371.25948",17.14
"228.13182",17.123
"561.14107",17.122
"216.92342",17.104
"443.27825",17.097
"298.24688",17.093
"449.24416",17.085
"305.24896",17.08
"416.28796",17.071
"785.58486",17.06
"399.252",17.06
"129.96907",17.047
"259.12455",17.043
"629.26138",17.041
"241.14456",17.022
"377.27296",16.995
"403.3065",16.985
"73.02806",16.98
"374.23988",16.95
"119.016",16.941
"447.22863",16.914
"365.24625",16.913
"195.06325",16.911
"511.18645",16.91
"385.23661",16.892
"498.28996",16.89
"533.34841",16.888
"677.44507",16.884
"429.21728",16.873
"165.05483",16.861
"609.32151",16.852
"701.53658",16.849
"516.30824",16.827
"462.29969",16.813
"287.16142",16.802
"542.32437",16.798
"425.23147",16.767
"306.10463",16.756
"553.33874",16.753
"90.02622",16.746
"639.3303",16.719
"385.16945",16.718
"541.33394",16.705
"781.55894",16.682
"454.2816",16.682
"372.22406",16.675
"116.9273668",16.673
"755.60004",16.668
"291.06576",16.661
"540.33083",16.655
"776.58093",16.622
"271.15549",16.62
"511.26532",16.62
"165.0257",16.619
"362.29177",16.618
"355.27514",16.618
"488.32345",16.603
"365.10445",16.601
"393.30173",16.598
"471.34834",16.585
"351.21629",16.582
"699.38163",16.574
"457.24278",16.572
"249.11333",16.565
"370.10748",16.555
"169.99087",16.549
"476.27086",16.548
"216.13177",16.527
"231.12366",16.513
"782.56746",16.511
"653.51092",16.478
"136.07571",16.477
"267.12178",16.465
"371.22067",16.462
"357.21493",16.435
"507.31553",16.414
"301.20231",16.411
"198.04021",16.371
"115.07526",16.355
"627.5358",16.342
"418.11275",16.331
"186.11269",16.317
"235.07885",16.315
"538.32046",16.314
"245.13952",16.295
"418.32611",16.295
"472.19446",16.293
"411.21567",16.288
"264.08802",16.283
"499.29306134",16.265
"548.31519",16.26
"333.09587",16.252
"487.23715",16.245
"766.57169",16.237
"311.22334",16.235
"567.2801",16.235
"350.16186",16.216
"359.25541",16.212
"493.33675",16.212
"231.01867",16.207
"170.0424",16.194
"332.18324",16.19
"433.29629",16.187
"220.06103",16.184
"273.09844",16.181
"509.28866",16.173
"488.34636",16.172
"347.18681",16.155
"513.30736",16.153
"500.29548",16.152
"457.3598",16.152
"349.2389",16.151
"413.29142",16.14
"230.10161",16.134
"114.93274345",16.113
"355.28553",16.111
"267.07383",16.099
"597.30421",16.095
"471.32452",16.083
"660.52854",16.077
"274.14135",16.073
"554.3463",16.061
"440.17761",16.049
"226.11635",16.038
"443.17452",16.038
"453.2977",16.032
"421.29649",16.024
"376.29378",16.019
"469.22701",16.005
"297.10954",16.004
"230.08207",15.998
"488.24055",15.996
"108.90077",15.981
"156.01132",15.98
"315.1213",15.93
"645.49507",15.929
"309.27051",15.92
"450.29899",15.879
"372.3122",15.87
"509.25777",15.863
"259.15494",15.858
"487.27329",15.855
"331.24915",15.845
"391.28541",15.839
"503.91886",15.838
"170.04487",15.837
"588.29095",15.801
"156.06568",15.769
"142.0652",15.759
"345.22715",15.723
"132.86677",15.718
"211.06066",15.715
"227.12864",15.709
"366.26523",15.689
"784.58169",15.688
"805.56076",15.687
"465.3048",15.684
"532.28882",15.682
"505.42436",15.681
"544.26613",15.67
"248.09749",15.663
"482.2955",15.638
"335.22328",15.63
"453.28575",15.625
"483.31425",15.618
"569.45496",15.613
"451.3029",15.597
"465.2877",15.589
"299.25904",15.586
"517.89922",15.586
"398.20914",15.585
"317.15132",15.576
"315.10779",15.573
"408.29941",15.57
"344.28098",15.567
"349.20253",15.542
"430.30089",15.536
"478.30788",15.531
"809.63149",15.509
"124.03922",15.502
"224.03805",15.499
"427.17959",15.497
"554.31662",15.494
"676.30599",15.484
"453.28628",15.473
"126.09939",15.467
"370.17759",15.463
"386.29173",15.459
"158.08141",15.455
"333.13486",15.449
"254.62293",15.445
"255.23263",15.437
"126.00081",15.425
"285.06208",15.425
"807.56682",15.41
"338.17251",15.408
"632.49763",15.404
"415.28186",15.402
"475.34264",15.395
"329.10376",15.395
"154.96439",15.385
"365.26753",15.384
"417.32281",15.382
"108.04417",15.378
"636.5288",15.375
"117.04305",15.373
"534.25077",15.373
"631.52694",15.37
"184.09701",15.366
"391.28562",15.364
"303.13551",15.363
"480.30979",15.361
"107.02445",15.353
"192.02969",15.346
"333.22052",15.344
"377.25529",15.344
"243.05119",15.336
"411.26152",15.334
"371.17734",15.329
"177.01836",15.312
"568.35167",15.303
"463.34354",15.279
"123.02703",15.253
"148.03944",15.244
"305.24896403",15.243
"370.1776",15.243
"516.30778",15.239
"121.06475",15.236
"182.04793",15.232
"509.31209",15.217
"213.09155",15.21
"384.10272",15.203
"239.2016",15.193
"228.13206",15.185
"196.06077",15.181
"420.28408",15.181
"73.02806495",15.159
"608.31821",15.154
"730.56369",15.154
"525.28968",15.149
"475.19755",15.146
"565.32268",15.136
"131.07024",15.131
"787.58985",15.127
"645.49502",15.12
"360.24914",15.106
"389.13439",15.101
"92.92662",15.094
"501.92106",15.093
"518.25098",15.085
"265.00335",15.08
"512.27715",15.075
"231.07717",15.064
"402.30168",15.054
"207.06573",15.052
"465.30466",15.027
"530.91345",15.015
"539.33737",14.999
"315.25436",14.994
"461.36427",14.989
"205.03466",14.969
"357.11366",14.951
"139.11174",14.947
"324.13008",14.931
"171.0766",14.931
"259.11981",14.903
"782.56681",14.901
"406.14128",14.894
"358.25221",14.885
"496.28412",14.881
"506.2502",14.878
"330.25228",14.868
"156.02905",14.867
"487.01836",14.861
"801.52975",14.835
"627.55714",14.827
"345.20747",14.81
"525.25279",14.797
"611.44545",14.794
"456.28301",14.793
"197.11771",14.784
"403.13965",14.747
"512.31342",14.745
"451.2467",14.724
"425.24656",14.717
"418.92961",14.715
"397.16905954",14.715
"394.29359",14.711
"143.11788",14.711
"628.5601",14.703
"485.27198",14.701
"471.26694",14.686
"440.26824",14.68
"504.27106",14.678
"297.15301",14.669
"491.33842",14.666
"227.12871",14.661
"455.26804",14.659
"498.29022",14.658
"723.40262",14.652
"132.0442",14.604
"197.09958",14.602
"309.17441",14.601
"453.33793",14.595
"613.35127",14.592
