"","Overall"
"538.38638",14.587
"439.20822",14.576
"540.33102",14.568
"279.23289",14.554
"306.25207",14.547
"474.92191",14.533
"783.57937",14.525
"222.07699",14.523
"393.22869",14.516
"551.30501",14.516
"213.08182",14.495
"555.44235",14.493
"605.2977",14.49
"186.07648",14.487
"131.07031",14.449
"616.31988",14.438
"475.34341",14.434
"361.19218",14.416
"221.06732",14.416
"767.57496",14.41
"519.38064",14.406
"199.0006",14.396
"159.06528278",14.393
"454.26431",14.391
"183.00291",14.383
"462.32714",14.367
"591.31882",14.342
"141.01579",14.34
"256.05939",14.335
"247.03968",14.332
"225.22213",14.329
"456.25121",14.306
"144.04431",14.251
"484.28876",14.25
"321.21061",14.237
"493.33617",14.218
"214.07053341",14.207
"271.15555",14.187
"484.3366",14.187
"289.99875",14.16
"460.28339",14.15
"261.08816",14.131
"475.30125",14.128
"538.49234",14.126
"485.25806",14.119
"406.19899",14.115
"315.19733",14.106
"520.38353",14.104
"639.49506",14.103
"373.23646",14.098
"116.92735920",14.087
"311.1691",14.077
"248.12919",14.068
"188.09999",14.063
"472.27011",14.062
"333.22077",14.061
"540.34053",14.048
"253.10812",14.046
"603.49509",14.044
"543.26424",14.043
"301.26572",14.035
"465.23897",14.02
"409.19053",14.018
"295.0679",14.01
"119.04902",14.01
"279.61423",14.009
"574.23792",14.005
"311.16913",13.997
"477.26221",13.986
"556.3318",13.976
"188.07102",13.968
"389.27027",13.964
"455.29137",13.958
"436.27907",13.951
"496.22174",13.944
"791.59022",13.94
"319.13013",13.911
"511.27313",13.899
"335.22317",13.897
"401.14262",13.895
"125.09604",13.892
"581.47815",13.892
"287.05636",13.886
"415.21625",13.883
"341.10128",13.88
"603.49587",13.873
"230.10304",13.87
"351.25197",13.866
"392.28835",13.839
"430.30023",13.831
"255.23289",13.826
"154.04393",13.826
"413.25782",13.812
"321.20751",13.799
"667.47088",13.797
"301.09689",13.791
"451.24025",13.784
"399.18517",13.784
"453.28587",13.777
"255.23281",13.777
"181.04969",13.772
"382.29635",13.771
"527.30527",13.758
"216.08744",13.749
"671.52637",13.715
"179.05518",13.712
"497.34066",13.706
"187.09683",13.69
"515.9366",13.676
"482.23015",13.659
"227.16479",13.658
"300.19329",13.648
"430.94842",13.642
"421.23386",13.638
"153.01829",13.636
"527.26016",13.628
"239.07715",13.625
"389.1248",13.606
"399.25445",13.606
"397.1505",13.599
"375.29072",13.593
"285.12464",13.593
"519.38051",13.574
"527.3207",13.567
"461.25542",13.553
"521.24327",13.549
"483.23654",13.543
"222.1576",13.534
"471.34812",13.527
"133.04936",13.505
"151.03899",13.501
"369.20518",13.499
"436.31527",13.496
"456.35695",13.49
"129.96904",13.49
"391.19928",13.489
"397.16694",13.484
"307.26461",13.471
"279.23281",13.453
"271.22825",13.451
"476.3149",13.45
"463.22043",13.43
"589.50212",13.427
"606.34136",13.403
"315.13532",13.399
"453.28643",13.394
"153.01826",13.39
"262.16441",13.385
"281.24913",13.376
"93.03313",13.372
"395.27482",13.369
"167.06131",13.365
"502.21967",13.348
"803.54506",13.341
"275.09298",13.329
"257.12923",13.312
"609.39306",13.311
"593.47907",13.308
"819.5542",13.304
"455.24223",13.293
"429.32046",13.289
"461.36409",13.289
"430.33307",13.286
"479.19914",13.28
"782.56507",13.275
"361.27144",13.275
"139.05815",13.274
"814.56162",13.271
"471.30568",13.26
"369.30133",13.25
"626.58094",13.242
"246.07729",13.229
"384.27576",13.221
"389.24697",13.214
"625.57783",13.208
"429.25851",13.207
"529.64308",13.186
"713.60978",13.182
"305.15118",13.173
"463.29836",13.169
"561.48877",13.15
"227.12854",13.145
"369.17456",13.138
"629.29592",13.136
"490.35396",13.135
"221.15434",13.118
"122.06803",13.115
"293.17604",13.113
"552.30814",13.111
"428.21982",13.094
"347.24447",13.091
"237.11313",13.088
"393.2652",13.087
"383.14165",13.075
"253.14471",13.073
"341.27019",13.072
"224.05632",13.064
"279.23325",13.064
"408.28305",13.063
"289.07197",13.046
"395.24738",13.041
"661.45036",13.036
"202.11591",13.035
"513.28957",13.013
"437.08735",13.013
"315.12419",13.008
"315.25424",12.998
"312.22665",12.986
"160.06867",12.986
"527.30485",12.982
"389.27026",12.971
"321.14602",12.969
"323.14232",12.968
"343.19921",12.967
"169.04971",12.966
"377.27282",12.963
"485.222",12.943
"222.99162",12.941
"225.113",12.933
"491.27781",12.927
"316.18822",12.927
"402.91732",12.922
"397.18718",12.906
"658.54979",12.899
"116.04946",12.891
"201.11267",12.891
"89.02297",12.886
"200.12847",12.884
"449.32757",12.861
"321.13475",12.856
"524.34393",12.834
"80.9637",12.823
"171.10189",12.822
"469.33186",12.815
"417.28591",12.8
"540.2642",12.8
"491.25913",12.782
"360.2679",12.77
"495.3334",12.75
"491.33824",12.744
"254.10346",12.743
"316.25761",12.742
"481.3169",12.741
"216.08758",12.722
"802.53309",12.717
"229.09812",12.702
"422.29958",12.697
"393.29183",12.696
"337.20606",12.694
"419.28082",12.682
"397.20584",12.679
"389.2703",12.676
"482.29023",12.666
"391.24376",12.664
"820.55794",12.65
"411.26749",12.648
"478.3473",12.641
"255.12457",12.637
"462.36755",12.631
"118.92963",12.629
"416.28522",12.627
"333.1383",12.626
"651.59364",12.623
"497.27173",12.622
"442.16282",12.607
"193.03139",12.603
"343.19471",12.594
"805.56054",12.581
"427.21632",12.553
"427.30454",12.54
"366.23469",12.535
"130.04983",12.531
"91.05389",12.527
"421.32999",12.521
"385.16965",12.518
"525.24493",12.513
"230.13962",12.507
"631.49464",12.505
"377.23359",12.505
"474.24773",12.499
"447.31176",12.491
"335.22088",12.488
"580.32835",12.485
"395.2442",12.485
"110.89778",12.484
"479.29767",12.483
"397.25933",12.479
"421.29644",12.466
"343.21301",12.453
"116.07047",12.452
"302.22093",12.441
"506.32479",12.438
"484.20957",12.424
"345.22878",12.41
"525.3255",12.39
"353.23384",12.384
"238.57894",12.383
"289.18127",12.379
"496.28274",12.372
"403.35833",12.369
"555.33238",12.362
"497.25812",12.355
"306.17951",12.354
"435.27148",12.35
"437.2908",12.325
"562.49187",12.312
"281.24895",12.295
"439.28204",12.293
"409.20556",12.276
"332.1242",12.27
"436.30681",12.266
"398.191",12.256
"329.23369",12.232
"132.86676",12.229
"405.26516488",12.228
"230.14745",12.213
"259.07572",12.211
"103.03873",12.194
"334.15279",12.189
"303.1356",12.175
"482.30307",12.164
"223.09737",12.157
"147.06523",12.152
"139.01952",12.146
"297.24398",12.145
"473.28322",12.13
"197.08138",12.124
"557.27362",12.118
"245.13924",12.113
"325.18482",12.102
"405.26473",12.102
"593.4788",12.099
"207.04879",12.085
"261.06194",12.083
"298.06345",12.075
"781.56342",12.072
"336.13039",12.061
"149.04435",12.06
"523.34086",12.056
"313.11967",12.05
"301.21757",12.049
"529.30145",12.045
"201.02194",12.038
"298.1835",12.037
"160.06043",12.021
"257.16588",12.016
"482.29507",12.011
"376.29379",11.993
"320.13704",11.977
"221.04533",11.973
"135.04418",11.962
"166.05",11.959
"486.26105",11.955
"480.29445",11.945
"135.04413",11.936
"479.30157",11.928
"345.21082",11.916
"269.17603",11.911
"373.14825",11.905
"329.25297",11.902
"551.34116",11.877
"215.03227",11.876
"417.93433",11.868
"87.04371",11.863
"410.23167",11.858
"406.26857",11.856
"369.15432",11.853
"447.20648",11.838
"132.04427",11.827
"165.07412",11.827
"217.04789",11.82
"241.18084",11.817
"247.08236",11.81
"170.04508",11.806
"511.27367",11.804
"303.1564",11.79
"416.93285",11.779
"294.08332",11.775
"285.104",11.773
"635.52584",11.767
"270.21588",11.759
"504.27214",11.751
"266.15118",11.746
"167.02021",11.745
"481.30613",11.732
"329.07676",11.728
"472.92502",11.726
"301.12512",11.712
"494.33935",11.712
"211.02787",11.711
"353.10965",11.694
"213.18553",11.691
"257.12967",11.687
"286.00319",11.673
"258.12791",11.671
"197.12877",11.636
"464.28435",11.627
"181.01694",11.624
"296.23117",11.609
"441.30119",11.609
"448.31531",11.596
"204.08512",11.586
"405.26519",11.581
"187.03512",11.563
"362.26477",11.559
"487.27302",11.551
"339.21567",11.536
"375.21798",11.526
"369.22867",11.525
"187.13314",11.521
"467.20919",11.511
"295.11655",11.51
"662.54495",11.505
"486.94048",11.501
"501.35918",11.493
"550.29078",11.49
"245.13947648",11.486
"476.2786",11.481
"514.93562",11.477
"450.24723",11.468
"283.10895",11.455
"380.9267",11.42
"419.18665",11.417
"265.14439",11.414
"389.93821",11.407
"234.07706",11.402
"467.2115",11.399
"406.26816",11.389
"616.89825",11.377
"391.28579",11.376
"229.14428",11.362
"248.93497",11.35
"210.08221",11.344
"286.17766",11.339
"679.37654",11.336
"337.2364",11.332
"351.06195",11.329
"597.51016",11.328
"413.20111",11.325
"211.05101",11.318
"436.27889",11.303
"241.21679",11.286
"244.12701",11.284
"295.22812",11.279
"481.35345",11.258
"524.34394",11.258
"477.30504",11.249
"335.12318",11.244
"624.52903",11.234
"277.21759",11.227
"377.28316",11.227
"558.46101",11.227
"665.57279",11.22
"595.49445",11.217
"287.09302",11.215
"216.0333",11.191
"516.89763",11.188
"300.13549",11.176
"408.28334",11.164
"161.0809",11.161
"362.28344",11.156
"313.20258",11.146
"211.13347",11.141
"435.08139",11.138
"328.2496",11.135
"554.32325",11.13
"277.09328",11.126
"337.20574",11.124
"476.3466",11.116
"265.12762",11.105
"834.56358",11.103
"74.02333",11.095
"461.35403",11.093
"397.16957",11.074
"321.13235",11.067
"495.27904",11.067
"209.07904",11.064
"273.17088",11.063
"433.2574",11.061
"609.39313",11.052
"623.52568",11.039
"212.92053",11.03
"308.26762",11.028
"355.20269",11.025
"327.21811",11.025
"376.27906",11.025
"395.24343",11.022
"348.89642",11.015
"461.32781",11.013
"685.4642",11.006
"590.50595",10.991
"301.21752",10.973
"299.15026",10.972
"361.20268",10.971
"503.26813",10.97
"120.0444",10.945
"435.31125",10.928
"391.28602",10.925
"204.05095",10.922
"566.33671",10.915
"431.31683",10.915
"463.28957",10.903
"271.04372",10.899
"482.35709",10.896
"361.16632",10.877
"428.31715",10.861
"164.07077",10.86
"461.26743",10.86
"243.12388",10.858
"173.11752",10.831
"331.19206",10.807
"171.00554",10.806
"596.29276",10.794
"469.22711",10.794
"385.19993",10.793
"614.33052",10.777
"585.32528",10.773
"327.21816",10.765
"310.09391",10.76
"339.20765",10.757
"331.19205",10.74
"275.14443",10.691
"257.00695",10.688
"389.2704",10.681
"271.09784",10.678
"375.27557",10.672
"478.29415",10.666
"506.34873",10.665
"199.09702",10.646
"591.31729",10.644
"345.22879",10.638
"325.20249",10.636
"405.29177",10.631
"532.87526",10.62
"197.04884",10.614
"635.35015",10.606
"597.39326",10.589
"358.18425",10.587
"500.91961",10.586
"339.21553",10.585
"321.24382678",10.582
"197.01186",10.563
"578.42668",10.56
"507.25338",10.556
"549.29367",10.555
"493.22471",10.551
"393.29132",10.547
"567.34968",10.546
"630.51844",10.533
"589.30354",10.524
"508.33694",10.521
"130.05784",10.52
"455.35353",10.508
"145.08598",10.496
"490.25553",10.488
"318.15442",10.482
"613.50218",10.481
"227.12866",10.475
"546.31795",10.456
"437.29127",10.45
"414.26132",10.442
"330.23725",10.44
"215.12844",10.434
"288.93676",10.431
"432.32051",10.428
"290.93423",10.428
"127.00014181",10.42
"567.35428",10.409
"433.33262",10.407
"421.30945",10.405
"433.29631",10.403
"445.36927",10.398
"255.23278",10.387
"225.11278",10.384
"161.04251",10.382
"574.2375",10.379
"294.21603",10.375
"403.23579",10.363
"406.26379",10.362
"493.33596",10.343
"641.55178",10.33
"145.04963",10.329
"472.24585",10.328
"269.06714",10.325
"551.3234",10.319
"405.30133",10.319
"426.30165",10.314
"418.26859",10.297
"188.05576",10.294
"537.30751",10.293
"167.02147",10.293
"425.30278",10.273
"661.54168",10.27
"273.07734",10.268
"144.06561",10.258
"487.34322",10.253
"468.1518",10.252
"116.07055",10.246
"265.14799",10.228
"493.33591",10.227
"107.04889",10.22
"138.02664",10.205
"505.35394",10.197
"277.21756",10.194
"126.01845",10.192
"372.2142",10.188
"159.06533",10.184
"508.44531",10.176
"415.25508",10.174
"433.3322",10.172
"152.99479",10.168
"200.07257",10.163
"558.27634",10.16
"207.03838",10.157
"298.24689",10.134
"435.23381",10.127
"146.9958",10.121
"527.32077",10.121
"267.23321",10.09
"377.07952",10.08
"511.29184",10.061
"443.2782",10.061
"316.16693",10.058
"391.20863",10.054
"409.31128",10.048
"527.34121",10.039
"269.21253",10.029
"415.97233",10.026
"387.94103",10.012
"454.28942",10.01
"666.49591",10.008
"435.23454",9.9885
"330.23703",9.988
"447.34849",9.985
"203.08218",9.9831
"272.23134",9.9814
"340.33036",9.9761
"289.16586",9.9717
"213.14916",9.9709
"557.45788",9.9586
"345.2283",9.9563
"399.32316",9.9437
"226.96577",9.9417
"437.26775",9.9412
"322.14108",9.9371
"585.48702",9.9362
"811.63775",9.9109
"470.23034",9.8967
"185.04481",9.8928
"152.04231",9.8886
"533.30955",9.8883
"327.29085",9.885
"178.04998",9.8774
"496.26868",9.8658
"307.26462",9.8618
"339.32695",9.8602
"253.0647",9.8588
"530.30219",9.8556
"143.10661",9.8467
"239.20162",9.8398
"512.31338",9.8365
"388.93709",9.8351
"632.31817",9.829
"355.32211",9.815
"617.47649",9.8068
"418.29651",9.8053
"297.24372",9.8015
"390.25023",9.7749
"215.13976",9.7704
"523.23733",9.7562
"386.93984",9.7379
"135.04399",9.7059
"228.13193",9.7022
"99.00739",9.696
"557.45764",9.6934
"463.22366",9.6911
"228.02757",9.6902
"509.35967",9.6758
"432.2069",9.6697
"277.25386",9.6673
"427.35407",9.6666
"495.31451",9.6441
"285.08442",9.6297
"313.23854",9.6294
"380.18284",9.6269
"141.01584",9.6183
"330.16783",9.6131
"308.11986",9.6079
"157.08606",9.6017
"375.32724",9.5986
"466.32543",9.5974
"507.36945",9.591
"271.22817",9.588
"611.50271",9.5676
"493.33598",9.5624
"537.32572",9.5563
"475.2684",9.5528
"392.26602",9.5452
"483.26542",9.5418
"222.00768",9.5389
"309.20507",9.5318
"279.61447",9.5313
"137.06939",9.5178
"469.21588",9.5135
"327.21823",9.4868
"381.26503",9.4764
"477.34375",9.4723
"498.29812",9.4618
"428.87382",9.4461
"527.28642",9.4399
"174.03985",9.4366
"514.33823",9.4258
"481.29942",9.4243
"351.21788",9.418
"510.25328",9.4056
"283.11908",9.398
"339.00804",9.3902
"293.21266",9.3824
"486.22505",9.3815
"191.07069",9.3481
"482.32172",9.3324
"342.2403",9.3111
"276.10925",9.3102
"351.22132",9.3033
"316.96802",9.2993
"209.06629",9.2987
"393.27648",9.2721
"484.20922",9.2691
"137.02337",9.251
"387.11481",9.2506
"130.98255",9.2464
"842.6245",9.2412
"303.23326",9.2393
"121.06477",9.2362
"356.28099",9.2347
"211.07199",9.2341
"311.16891",9.2336
"330.20405",9.2272
"535.30977",9.2233
"114.93279",9.2168
"463.30707",9.2162
"414.3085",9.2068
"306.15453",9.1974
"461.28791",9.189
"468.34149",9.1887
"553.42671",9.1845
"255.23291",9.1698
"460.20637",9.1681
"224.09258",9.1654
"205.07119",9.1577
"123.04404904",9.1572
"237.06138",9.1425
"181.04989",9.1369
"382.22142",9.1333
"345.21088",9.133
"343.26885",9.1251
"459.20307",9.1204
"502.36255",9.1115
"629.51121",9.1045
"413.20048",9.1032
"223.09486",9.1032
"123.04404",9.0993
"483.243",9.0822
"441.24146",9.0719
"367.21072",9.0519
"358.94495",9.046
"383.33671",9.045
"132.0292",9.0385
"657.54641",9.0217
"293.21248",9.0155
"450.31369",9.0066
"403.91911",9.005
"243.19649",8.9986
"482.32085",8.9831
"241.10811",8.9753
"302.98726",8.9587
"560.45564",8.9544
"507.44205",8.9535
"308.2679",8.9489
"803.54024",8.9426
"401.27009",8.9329
"211.1335",8.9294
"537.32567",8.9225
"393.25926",8.9201
"322.94178",8.9174
"363.12058",8.8949
"558.46138",8.8711
"198.07684",8.8609
"319.19192",8.8454
"283.09414",8.8427
"249.1109",8.8411
"194.90501",8.8353
"467.33809",8.8308
"366.23437",8.8253
"414.97112",8.8122
"432.19919",8.8034
"327.13554",8.796
"841.62111",8.7863
"481.29965",8.7809
"304.11939",8.7804
"829.62074",8.7734
"277.07209",8.7658
"448.28354",8.7556
"526.32865",8.7418
"297.24448",8.7299
"409.28663",8.7232
"341.26945",8.723
"309.20499",8.7223
"463.28393",8.7191
"471.24287",8.7178
"407.32833",8.7176
"311.22321",8.7145
"344.20274",8.7099
"365.26996",8.7083
"121.0284",8.7018
"229.10801",8.691
"117.92742",8.6817
"537.3205",8.6667
"379.21335",8.6593
"130.04991",8.6591
"241.09869",8.6587
"99.92438",8.6529
"137.03434",8.6459
"164.92628",8.6358
"306.15459",8.6358
"457.25763",8.6355
"249.14975",8.6297
"372.29109",8.6206
"251.11195",8.6196
"315.25455",8.6176
"465.28368",8.6027
"582.48194",8.5984
"299.00637",8.5963
"805.55984",8.5855
"521.26919",8.5803
"400.95534",8.5782
"402.95245",8.5721
"343.28553",8.5712
"337.15183",8.565
"635.45339",8.5631
"334.21103",8.5579
"169.0497",8.543
"239.11204",8.54
"259.09797",8.5205
"181.06914",8.5013
"107.049",8.5004
"257.21237",8.4954
"417.33789",8.4944
"316.25748",8.4848
"401.95656",8.4837
"629.51486",8.483
"391.26248",8.4717
"327.21819",8.4652
"325.27533",8.4389
"243.22337",8.432
"390.27448",8.4277
"364.1729",8.4272
"455.24208",8.4225
"457.25748",8.4174
"112.03916",8.4081
"231.12353",8.4053
"476.27817",8.4035
"468.15171",8.3895
"542.3237",8.3885
"345.17823",8.3838
"115.0388",8.3794
"237.10338",8.3566
"438.28907",8.3518
"269.21212",8.3507
"389.27011",8.342
"256.16356",8.3403
"363.14585",8.3281
"326.18822",8.3255
"118.91712",8.3204
"365.23675",8.318
"419.28113",8.3086
"173.04485",8.3047
"504.30955",8.2927
"242.94364",8.2892
"301.21754",8.2872
"595.28848",8.2794
"311.22324",8.2755
"566.34648",8.275
"526.32932",8.2603
"363.25217",8.2453
"251.20168",8.2415
"375.26567",8.2283
"272.1619",8.2176
"134.8936",8.2167
"640.5606",8.2078
"529.24265",8.2044
"619.56689",8.1976
"422.26846",8.1844
"181.04977",8.184
"434.33595",8.1797
"298.08704",8.1788
"326.20912",8.169
"265.10595",8.1542
"441.29907",8.139
"116.92731845",8.1367
"453.28233",8.11
"471.25027",8.1044
"194.90513",8.0995
"581.33118",8.0908
"556.446",8.0837
"297.23438",8.0836
"337.23654653",8.0724
"151.03899445",8.0681
"250.14485",8.0402
"370.30464",8.0355
"194.04849",8.0304
"296.26773",8.0212
"138.05497",7.9896
"203.12829",7.9889
"150.05495",7.9849
"273.17129",7.9801
"444.2818",7.9794
"466.32542",7.9618
"345.21085",7.9606
"273.04758",7.9592
"432.24303",7.9549
"78.9576",7.9548
"325.2",7.9445
"390.20374",7.9408
"214.14439",7.9325
"447.16689",7.9272
"155.03388",7.9269
"348.19358",7.9133
"555.44203",7.9105
"587.28711",7.9095
"541.32108",7.902
"287.15003",7.8884
"427.31813",7.8869
"455.24218",7.8713
"116.92737",7.8695
"434.26357",7.8599
"239.09229",7.8455
"329.18354",7.8342
"358.19902",7.8341
"271.04991",7.8238
"209.1542",7.8181
"219.0821",7.8124
"267.09869",7.7986
"158.08123",7.7494
"481.29995",7.7456
"355.20276",7.7412
"579.44023",7.7332
"317.26022",7.7318
"239.12889",7.728
"352.28617",7.6995
"311.22323",7.6973
"434.26802",7.6901
"478.29431",7.6833
"256.083",7.6792
"642.5237",7.6722
"611.51517",7.6649
"363.21582",7.6636
"494.35732",7.6518
"483.33327",7.6455
"621.437",7.6388
"472.2707",7.6387
"176.03776",7.6202
"407.1939",7.6159
"365.23109",7.5843
"513.28895",7.5833
"513.34318",7.5813
"186.11287",7.5755
"262.01821",7.5721
"409.28543",7.5712
"325.27502",7.5688
"414.20387",7.5569
"391.10711",7.549
"213.07797",7.5488
"241.08282",7.5467
"462.26914",7.5395
"383.32815",7.5394
"273.96042",7.536
"402.29405",7.5355
"296.23127",7.5272
"465.32225",7.5253
"225.18571",7.5182
"275.95762",7.495
"256.10371",7.4847
"589.51742",7.4842
"277.06711",7.4798
"476.26283",7.4634
"241.18083",7.4614
"431.31697",7.4594
"405.26463572",7.4562
"364.2192",7.456
"245.09339",7.4547
"563.31858",7.4516
"127.00014",7.4507
"394.26262",7.4396
"401.26574",7.4088
"243.19645",7.4079
"407.28059",7.4039
"215.08239",7.3996
"275.14035144",7.3967
"215.09203",7.3931
"180.0659",7.3929
"207.06564",7.3729
"483.26961",7.3728
"274.95684",7.3469
"461.29135",7.3411
"307.19539",7.3275
"319.15748",7.3267
"116.92735683",7.3244
"376.1041",7.3235
"781.56317",7.3219
"272.95942",7.3079
"159.06528",7.2901
"117.92743",7.2822
"565.33419",7.282
"256.05933",7.2622
"279.22342",7.2587
"262.12019",7.25
"257.17569",7.25
"305.15083",7.2487
"270.25214",7.2482
"445.31621",7.2408
"225.18564",7.2349
"269.2489",7.2267
"612.51909",7.2263
"371.17498",7.2173
"451.34316",7.2139
"208.96055",7.2071
"462.27082",7.206
"583.49449",7.1936
"364.28069",7.1865
"328.22149",7.1743
"199.13342",7.1657
"468.28126",7.1646
"130.0862",7.1596
"293.21258",7.1586
"429.21201",7.1491
"367.21264",7.1352
"431.20317",7.1262
"248.00252",7.1182
"202.09068",7.1123
"437.26802",7.107
"511.25602",7.0922
"337.20032",7.0843
"408.28409",7.0687
"214.01751",7.0648
"480.32344",7.0591
"257.06713",7.0569
"161.06927",7.0538
"539.31889",7.0516
"277.18097",7.0491
"293.08847",7.0486
"617.53439",7.0465
"218.103",7.0463
"215.12854",7.0397
"543.25549",7.0393
"264.92778",7.0349
"137.02327",7.0302
"195.04851",7.0135
"277.15611",7.0128
"481.28232",7.0103
"136.89057",7.0102
"328.22473",7.0082
"623.30901",7.0006
"127.03888",6.997
"391.2859",6.9959
"467.32959",6.9941
"243.08477",6.983
"434.31785",6.9686
"377.23679",6.9685
"214.18883",6.9647
"398.22435",6.9646
"659.52618",6.9573
"179.03431",6.9516
"312.17264",6.95
"327.21813",6.9466
"376.18828",6.9436
"417.26519",6.939
"155.10677",6.9368
"255.23308",6.9314
"108.04426",6.9292
"792.57727",6.9275
"116.92731381",6.9274
"288.08795",6.925
"294.21598",6.9214
"613.32046",6.8902
"467.29726",6.8818
"455.41104",6.873
"217.07156",6.864
"784.58182",6.8523
"401.28081",6.8431
"225.1128",6.8421
"131.98335",6.8272
"343.11127",6.8267
"373.27468",6.8266
"367.2467",6.8205
"318.1543",6.8179
"335.14576",6.8134
"325.18449",6.8002
"248.07772",6.7938
"133.04658",6.773
"102.95553",6.7717
"369.10427",6.7684
"130.08625",6.7636
"365.2308",6.7617
"203.0557",6.758
"533.36031",6.7578
"311.16862",6.7512
"311.16921",6.7482
"479.33757",6.7461
"298.14512",6.7439
"497.29485",6.7383
"564.33092",6.7313
"387.18923",6.7216
"541.32058",6.7212
"322.14952",6.7164
"158.97769",6.7034
"527.29959",6.7003
"538.32113",6.6971
"436.28368",6.6969
"387.22515",6.695
"395.27474",6.6934
"438.2632",6.6913
"415.20853",6.6767
"461.268",6.6759
"272.23105",6.6726
"381.23202",6.6725
"397.33271",6.6653
"348.22658",6.6629
"496.29658",6.657
"231.13455",6.6474
"271.22792",6.6396
"513.21073",6.6359
"244.08273",6.6314
"266.08905",6.6255
"268.07677",6.6241
"143.07034",6.6158
"547.38691",6.6144
"639.55732",6.6135
"363.21583",6.6133
"296.23142",6.6096
"87.00733",6.6053
"135.04406760",6.6035
"297.15339",6.6035
"483.30549",6.5961
"415.30648",6.5893
"300.12046",6.5832
"489.21378",6.5808
"356.28088",6.5797
"598.51336",6.5766
"177.02191",6.5717
"653.49186",6.5695
"455.28607",6.5624
"624.33076",6.5489
"349.20563",6.5477
"238.07739",6.5334
"116.92742",6.5292
"225.11287",6.5165
"615.51851",6.5138
"261.07633",6.5076
"222.07693",6.5049
"541.32091",6.495
"281.04595",6.4923
"466.30525",6.4825
"144.04445",6.4756
"777.53229",6.4665
"446.32785",6.4621
"166.04991",6.458
"353.2012",6.4479
"651.42964",6.4461
"94.97946",6.446
"327.20769",6.4352
"307.12383",6.4263
"88.03897",6.4252
"415.21629",6.4224
"423.2872",6.4149
"554.30195",6.4126
"453.28611",6.4109
"207.04837",6.4018
"378.20377",6.4014
"146.1002",6.3892
"288.15677",6.3867
"437.28682",6.3857
"142.04997",6.3842
"413.20029",6.3747
"483.33291",6.3694
"816.54014",6.3626
"520.26596",6.36
"188.00959",6.3568
"248.09301",6.342
"316.25768",6.3312
"353.14295",6.3245
"521.24368",6.3181
"259.98043",6.3178
"331.23173",6.3088
"468.25121",6.3054
"481.31759",6.2994
"174.08436",6.2956
"186.11277",6.2929
"392.26344",6.2883
"149.02676",6.2844
"453.2862",6.2722
"614.32378",6.2677
"252.08762",6.2653
"347.25908",6.2628
"215.16487",6.2592
"338.23648",6.2491
"496.33629",6.2476
"101.05952",6.2461
"373.57378",6.2456
"581.33372",6.2448
"440.25041",6.2357
"180.03805",6.2181
"395.24438",6.2178
"220.061",6.216
"269.21218",6.1892
"405.26516",6.1868
"460.27643",6.1823
"128.98885",6.1768
"343.21281",6.1766
"325.18462",6.173
"253.14459",6.1669
"350.10972",6.1645
"381.15569",6.1639
"657.54673",6.1588
"827.64191",6.154
"201.11268",6.1532
"309.20746",6.1507
"241.10577",6.1466
"301.99164",6.1316
"273.23413",6.1269
"395.1898",6.1257
"390.27331",6.1183
"268.16133",6.1144
"274.03342",6.0908
"573.45267",6.0856
"216.16803",6.082
"144.02921",6.078
"321.14999",6.072
"435.27575",6.0718
"488.27687",6.0637
"394.28094",6.0595
"342.26527",6.0561
"413.09967",6.0535
"350.25517",6.0517
"435.31178",6.0513
"381.3377",6.0487
"245.96453",6.0461
"538.32966",6.044
"173.08111",6.0249
"451.27051",6.018
"357.21464",6.0165
"129.01831",6.0054
"497.33036",6.002
